,comment,like,time,title_list
0,such a good collab but they couldn’t get them all in the same room ? ,541,4 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
1,probably because of conflicts in schedules,74,4 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
2," @yerination8531  yup that was exactly the reason why, schedules collided too much so they couldn’t record together",51,1 day ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
3,ikr!!!!!! And just the final pose. yea....,7,16 hours ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
4," @inhonorofyou2105  the final pose is photoshopped. You can see in IVE's channel behind the scenes, Liz was standing behind a green screen for the ending shot ",23,16 hours ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
5,"Too many events and (G)I-DLE is going thru world tour until recently. While AESPA also preparing comeback while IVE also preparing for year-end performance for some of thr awards. So I guess this is the best they can organised. But I felt they probably film this while Soyeon is away, she dun have much shots. It seems like the entire MV uses more of Winter and Liz shots. Or probably also bcos they singing more of the lines.",3,9 hours ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
6,Soyon = sexy Winter =Seductress Liz = Cute The perfect mix,726,4 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
7,Liz ,5,2 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
8,Soyeon <3,12,2 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
9,"Winter, melting ",10,2 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
10,it's Soyeon. lol,1,2 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
11,I'd say Liz is more classy than cute,2,1 day ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
12,do you no kimchi girl?,0,5 hours ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
13,"The Powers of Soyeon, Winter and Liz are inevitable",348,2 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
14,와 조합 되게 신기하다..셋이 그림체 볼수록 진짜 개다름ㅎㅋㅋㅋ다른 세계관 작품 주인공 모아다 놓은것 같음ㅋㅎㅋㅋ짱신기,42,1 day ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
15,유통사가 카카오 엔터여서 가능한거,0,17 hours ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
16,Wow Liz is so pretty. So happy that she has a lot of screentime and she let us hear more of her beautiful voice. Thank you for this collab. I love Winter and Soyeon as well. ,297,4 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
17,she’s so cute,2,1 day ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
18,Soyeon = Queen  Winter = Rich teenager Liz = Princess ,425,3 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
19,"We need more idols from different groups/companies collaborating like this. I hope we'll get to see them perform this live, maybe in an award show.",22K,7 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
20,SBS YEAR-END SHOW ON DECEMBER 25!,332,7 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
21,Agree,47,7 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
22,So true,27,7 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
23,REALLL,18,7 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
24,"Maybe if there was effort put into a collaboration, not like this. Bet it’s just a leftover song (it’s not a bad song) shot a mv at a hotel or sum and called it a day. There are so many big names attached to this and yet I’m wondering where is the budget they deserve?? Back then 'wow thing' was also a collaboration and yet that shit slapped 100x more because you could feel the effort for the project u know what I mean? Compare the mvs and songs and tell me u can’t feel it",381,7 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
25,YES I AGREE,9,7 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
26, @m1012t 100% it feels rushed af,117,7 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
27,yezzzz,5,7 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
28,"I bet none of them even saw each other during filming. There were no scenes where you could see any 2 people at the same time except the final pose, which looks edited together",260,7 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
29, @Kyle.1259 yeah its true they never met and didn't even hear the full song except their own lines..i mean with their schedules it would be hard,155,7 days ago (edited),[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
30,LIZ LOOKS SO PRETTY AND HER ANGELIC VOICE,182,4 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
31,Winter's look is so striking and her presence is breathtaking ,80,3 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
32,リズってなんでこんなに上品なの…,40,2 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
33,リズがめっちゃ輝いてる、さらに可愛くなってる。歌のパートもたくさんで嬉しい,78,4 days ago,[MV] SOYEON of (G)I-DLE X WINTER of aespa X LIZ of IVE 'NOBODY'
