,comment,like,time,title_list
0,"제1회 핑계고 시상식 계원 투표 하러 가기 (~11/26) https://forms.gle/2HPALhra82q5ZS12A 후보는 2022년 11월~2023년 10월, 지난 1년간 업로드된 콘텐츠 및 출연자로 선정되었습니다.",122,3 days ago,[ENG] 다과 시간은 핑계고
1,,1,2 days ago,[ENG] 다과 시간은 핑계고
2,,2,2 days ago,[ENG] 다과 시간은 핑계고
3,,1,2 days ago,[ENG] 다과 시간은 핑계고
4,아 너무 좋다. 진중하고 무게감 있는 이런 참된 어른들의 토크 자주 찍어주세요. 이십대들에게 많은 용기가 됩니다.,3.6K,5 days ago,[ENG] 다과 시간은 핑계고
5,ㄹㅇ 뭔가 세상에 찌들고 탐욕이 여기저기 붙어서 보기 불편한 사람인데 그냥 단지 시간이 흘러서 나이만 먹은 어른들이 아니라 진짜 '어른'이라는 말이 나오게 하는 멋진 토크엿음. 귀한 영상.. 적절히 섞인 위트하며.. 최고임,210,5 days ago (edited),[ENG] 다과 시간은 핑계고
6,유가 진짜 수다를 즐기는 수다쟁이라 ㅋㅋㅋㅋㅋ,31,5 days ago,[ENG] 다과 시간은 핑계고
7,저는 30대 인데 20대 그리고 30대에도 내 할일은 했지만 마음과 정신적으로 큰 방황을 했습니다. 같은 고민을 하고있다는것 자체가 큰 위로입니다.,32,5 days ago,[ENG] 다과 시간은 핑계고
8,차승원 진짜 스타일리쉬하다....,19,3 days ago,[ENG] 다과 시간은 핑계고
9,낼모레 마흔도 큰 위로사 됩니다 ,10,3 days ago,[ENG] 다과 시간은 핑계고
10,인정이요…,5,3 days ago,[ENG] 다과 시간은 핑계고
11,철학과냐고 되묻게 만들정도로 진중하고 깊이 있는 대화를 이런 '으른들'이 하니까 너무 좋네요,1,10 hours ago,[ENG] 다과 시간은 핑계고
12,유재석은 늘 방송이 편해 복잡하지않고 드세보이는 사람들도 차분히 방송해요참좋아요~~~,414,5 days ago,[ENG] 다과 시간은 핑계고
13,"19년 무안에서 땀 뻘뻘흘리며 차승원님과  고생 잔뜩하신게 생각납니다.두분의 우정을 응원하며,",554,5 days ago,[ENG] 다과 시간은 핑계고
14,유해진님이랑 같이 수다떠는거 보고 싶어요그 자체로 뭔가 힐링될 듯..,524,5 days ago,[ENG] 다과 시간은 핑계고
15,승원이형은 진짜 예능 자주 나와야 한다 ㅠㅠ,102,2 days ago,[ENG] 다과 시간은 핑계고
16,안녕하세요. 차승원씨 삼시세끼 진짜 꼭 다시해주세요. 저희 어머니 최애 프로그램이에요.ㅠㅠ지금도 티빙 다시보기로 맨날 맨날 봐요. 제가 다음 상황과 대사를 외울지경이에요 ㅋㅋㅋㅋㅋ꼭 새시즌 다시 해주세요!,115,3 days ago,[ENG] 다과 시간은 핑계고
17,저는 탄광에서 힘든데 옆에서 노홍철이조잘조잘 대니까 애 말이 너무 많아~~ 라고 힘들어 하던거가 생각나요 ㅋ,4,1 day ago (edited),[ENG] 다과 시간은 핑계고
18,"차승원님 무도에서 탄광갔을때 안에서 고생스럽게 촬영하고 나와서 콜라한잔 드시고 말씀하셨던 ""진짜.. 행복이 별게 없어"" 라고 하셨던게 지금도 가슴에 남아있네요. 참 멋있다고 생각했어요. 그래서 작은 행복에도 감사함을 느끼며 살고 있답니다~앞으로도 늘 건승하세요^^",1.7K,5 days ago,[ENG] 다과 시간은 핑계고
19,콜라가 아니고 자양강장제로 기억해요~^^,5,2 days ago,[ENG] 다과 시간은 핑계고
20,진짜 그거 무도에서 손꼽히는 레젼드임,18,2 days ago,[ENG] 다과 시간은 핑계고
21," @user-yc4zh9ee1r 마신건 까만 물이라고 하면서 콜라 마신거 맞구요, ""행복이 별 거 없어""라고 말한건 탄광에서 나가기 직전에 사탕 먹고 나서 한 말이구요~ 댓과 대댓 둘다 틀림ㅋㅋ",44,2 days ago,[ENG] 다과 시간은 핑계고
22,그거 콜라임,5,2 days ago,[ENG] 다과 시간은 핑계고
23, @user-yc4zh9ee1r 자양강장제는 연탄회사인듯여ㅋㅋ,3,1 day ago,[ENG] 다과 시간은 핑계고
24, @user-gq6sk5zp3z  아하!ㅎ,3,1 day ago,[ENG] 다과 시간은 핑계고
