,comment,like,time,title_list
0,와 진짜 미쳤다.. 크러쉬는 진짜 실망시키는 때가 없네.. 꾸준히 음원 계속 내주는거 너무 좋다.. 감사합니다ㅠ,10,4 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
1,앨범을 거듭할수록 사운드가 풍부해지네,64,9 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
2,기타들 라인이 미쳤다 진짜,27,8 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
3,와아..배경이 너무 아름다워요..음악도 너무나 좋고요..ㅠ 항상 감사드립니다!! 그럼 행복한 주말 보내세요~,0,3 hours ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
4,Now that's what I'm talking about. This is the Crush I know and love. Love this song!,11,8 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
5,"진짜 앨범 많이 돌렸는데,, 트랙 다 좋아서 고르기 힘들었는데,, 이게 최애다 픽햇다!!!!!!",2,4 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
6,와 걍 미쳤다 진짜,2,4 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
7,진심 개좋다..,32,9 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
8,"고양이도 좋아해주세요,,",1,9 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
9,미쳤다... 너무 좋아ㅠㅠ,16,9 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
10,녹는다 녹아 진짜ㅠㅠ 허밍부분 미쳤네 하,12,9 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
11,다듀는 갈수록 트렌디해지냐,12,8 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
12,이게 바로 크러쉬느낌이지,18,9 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
13,크러쉬행님... 매번 너무좋습니다..,8,8 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
14,다듀랑 진짜 잘 어울린다...🫠,8,7 days ago,No Break (feat. Dynamic Duo) (No Break (feat. 다이나믹 듀오))
