,comment,like,time,title_list
0,손흥민은 실력뿐만 아니라 인성까지 갖춘 우리나라 최고의 선수!!사랑해 손흥민!!,282,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
1,롱런하는 스타들의 공통점품성!아들뻘이지만 늘 배우게 된다손흥민  다치지 말고 즐거운 축구 오래오래 하자요~~~~,6,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
2,울컥은 언제쯤?,0,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
3,"손흥민선수의 이번 인터뷰, 특히 팬에 대한 인식은  우리나라 모든 프로 스포츠 선수들이 가슴깊이 새기고 또 외워도 좋을만한 인터뷰 같네요.. 축구선수로 또 한명의 좋은 사람으로 오래오래 기억될 우리나라 의 보물같은 사람입니다. 손흥민선수는.. .. 수고하셨습니다.",98,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
4,진짜 쏘니는 우리나라 보물이다다치지말기를. 화이팅!,250,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
5,"흥민이를 내가 더 좋아하고 정이가는건 눈물이 많은선수라서좋다. 아빠한테 혼날때, 경기에서 졌을때, 이렇게 팬들의 사랑을 느낄때. 참 심성이 바르고 고운선수. 손흥민은 월드클래스지만 손웅정 아버지는 레전드리 클래스",178,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
6,프사 꾸욱..후방주읭 ㄱH쩌는거 구경햿,0,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
7,프사 꾸욱..후방주읭 ㄱH쩌는거 구경햿,0,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
8,울컥하네ㅠ  아 흥민아... 이러니 우리가 손흥민 한테 미치지ㅠ 고마워 사랑해 영원히~,173,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
9,캡틴 울컥하니 나두 울컥하네. 십년이 지나도 응원할께요. 강인 민재 선수도 너무 듬직해요.,336,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
10,도대체 이런 선수를 까내리는 족속들이 득실대는 넷세상을 이해할 수가없다,1,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
11,울컥을 넘어  왈칵,1,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
12,손흥민하락세가 되면 또 물어뜯겠지 ㅎㄷㄷ 벌써 예상됨,0,21 hours ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
13," @user-qx5hn9db8w 걔네도 팬임ㅋㅋ 솔직히 생각해보셈 진짜 싫어하면 굳이 새벽에, 늦은 저녁에 경기챙겨보겠음??? ㅋㅋ 그냥 비뚤어진 팬심이라 생각하셈",0,9 hours ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
14,손흥민 너무 감사합니다겸손한 모습이 진짜 월드클래스네요손흥민 선수가 보여주는 한경기 한경기가 소중하네요 국가대표로써 사명감갖고 최선을 다해주셔서 감사합니다,195,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
15,손흥민 선수는 대한민국의 자랑이자 국보급이죠..  그만큼 인성 매너  좋구요  우리나라 축구선수들에게도 모범이라고생각합니다..,82,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
16,손흥민의 시대에 살고 있어 행복하고 감사 합니다.,28,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
17,흥민 선수 덕분에 대한민국의 국격이 올라가고 후배들에게 귀감이 되고 희망을 주네요사랑합니다 ,25,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
18,우리 한국 축구 역사의 한페이지를 장식하고 있는 소중한 축구 국가대표  선수들을 응원합니다,39,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
19,그대들 이야말로 최고의 보물들. 대한민국을 자랑스럽게 만드는 사람입니다.,9,1 day ago (edited),중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
20,우리 선수들 너무 고생했고~너무 힘든 현실에 내게 큰 기쁨을 줘서 고마워요~부상이 없는 경기라 참 다행이에요!,91,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
21,손흥민선수때문에 너무행복하고자랑스럽습니다 사랑받아마땅한선수입니다 항상응원하겠습니다,41,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
22,우리 선수들은 더 많은 사랑 받아도 됩니다.. 우리가 고맙죠..,85,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
23,우리 국가대표팀  누가나와도 믿음이 가는 우주최강 맞습니다^^♡,9,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
24,온국민의 사랑을 받아야 마땅한 손흥민선수 넘 자랑스럽고 항상 한마디한마디가 감동입니다~ 대한민국을 위해서 캡틴의 자리 국대의 자리에서 오래오래 머물기를 응원합니다,7,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
25,쏘니 엄마아빠는 어찌 저리 아들을 잘키웠냐 귀엽고잘생기고 축구잘하고 다해,53,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
26,쏘니는 저 자리 저 위치에서 저렇게 겸손하고 바른 자세를 가질 수 있다는게 정말 대단하네요. 바른 교육과 바른 인성을 받고 가지고 있는 교과서인 듯 합니다. 정말 응원을 안할 수 없는 탑스타네요!! ,28,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
27,손흥민뒤에는 대한민국 국민들이 있다영국에서도 한국에서도 어느곳이든지 우리대한민국은 따지지않고 무조건 손흥민의 든든한 백이되어줄것이다벌써 우린 손흥민선수에게 이미받은것이 많아 우리국민들도 갚아야죠~든든한백이 되어드릴께요~무조건 힘내세요~손흥민화이팅~,17,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
28,진짜 실력도 실력이지만 인성이 너무 감동적임. 손정웅씨 존경합니다,21,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
29,다치지말고 끝까지 잘하자  인성과 실력 최고인 선수,17,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
30,쏘니 팬들의 과분한 사랑 충분히 받을 자격있는 사람이어서 보는 사람도 행복합니다 늘 응원하고 건강하세요!!!!!!~,16,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
31,팬에 사랑에 진심으로 감사하는게 느껴져서! 그리고 행동으로 항상 보여줘서 손흥민더 사랑해,25,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
32,우리캡틴!!  대한민국 캡틴!! 역사에 남을  위대한선수!!,85,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
33,"와우.,,우리 대표 선수들, 중국 원정 월드컵 지역 예선 경기에서 부상 없이 무사히 완승 결과 얻고 소속팀 돌아가게 되어 축하하고 기뻐요. 캡틴 손 출사표 그대로 보여준 경기 대단하고, 김민재 선수이제 경기력 넘사벽에 인터뷰도 명쾌하고 멋집니다 ^6^",83,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
34,흥민선수는 어떻게 인터뷰도 저렇게 잘하는지....인성도  실력도  인터뷰도 월드클레스,17,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
35,자랑스런 국민아들손흥민~!!!,35,1 day ago (edited),중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
36,한국축구 최고다...존재자체가 행복입니다,24,1 day ago (edited),중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
37,사랑스런 국민손자 이강인~!!!,36,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
38,"잔디가 순두부 잔디였는데..길이도 일부러 길게 짜르고 ,그럼 볼도 콩콩튀고 잘 안굴러가며 체력소모 몇배힘들고, 중국인들 비매너에 ..그럼에도 불구하고  좋은 경기 뛰어주어 고맙고 2023년도 감사했고 수고했습니다..2024년도 울 선수들 캡틴과 더불어  더 성장하고  더 발전하길 바랍니다..부상없이 승승 장구..사랑합니다 대한민국 ",21,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
39,우리 캡틴 너무 자랑스럽고 멋졌음든든한 우리 흥민이 고생 많았어요죽을때까지 응원하고 사랑할게 손흥민 화이팅 🇰🇷️,58,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
40,항상응원합니다대한민국홧팅!,91,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
41,흥캡틴 진짜 실력.인성.품성 갓벽하다,2,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
42,울선수들 내년엔 더욱더 좋은일만 있기를  고생많으셨습니다,6,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
43,"중국전 넘 잘했고 , 고생했어요~~~ 사랑하고 화이팅~ 흥민!!",32,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
44,우리선수들 너무자랑스럽고 멋져요.인터뷰도 겸손하고 따뜻하게잘합니다.항상 다치지말고잘 뛰어주길 바래요,5,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
45,손흥민선수 많이 응원합니다.~^^  힘들고 어려운 과정을 이겨낸 결과라서 너무 기특하고 자랑스럽습니다.,7,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
46,축구가 이만큼 사랑 많을수 있는 스포츠가 되기에는 우리 손캡 지분이 99.99%인거 알지요??손흥민시대에 살게 해줘서 너무 감사합니다!!,21,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
47,"영원한 캡틴 손흥민..🥹 선수님의 변함없는 진심이 느껴지는 인터뷰보면 오히려 팬들이 더 울컥한다 23년에도 많이 응원했고 24년은 더 응원할게요 선수님이 축구를 사랑하는 마음으로 앞으로도 열심히 할 거란건 의심할 여지가 없으니,, 그저 믿고 응원할 수 밖에,,그저 건강히 행복한 축구선수 손흥민을 오래 보고 싶어요 행복한 손흥민 응원합니다️",12,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
48,캡틴 수고했어요. 한국 팀은 캡틴이 있어서 행복합니다.부상 없이 시즌 잘 마무리 하길 바랍니다.그리고 슛돌이 이강인선수 부상없이 잘 치를것이라 믿습니다.수비의 철기둥 김민재 선수 든든합니다. 시즌 마무리 잘하고 건강하게 돌아오십시요.,25,1 day ago (edited),중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
49,쏘니라보나패스 지렸다다시보고싶다 멋짐뿜뿜  역시 쏘니 최고,51,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
50,어떻게 그 짦은 순간에 그런 라보나가 나올수 있었는지 캬~ 찐이네요. 손흥민 클라스,4,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
51,"팬얘기하는데, 나도 마음이 그러네. 그래서, 항상 팬들에게 늘진심으로 대하는듯.오랫동안 유럽에 있다보니 더 느낄것같음.",36,2 days ago (edited),중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
52,진심이 느껴지는 너무나 진실되고 바르고 예쁘게 말도 잘하는 손흥민,3,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
53,"독립투사 느낌. 나의 안위를 위하기보다 우리나라, 국민, 팬들을 위해 헌신하는듯, 말도 똑부러지게 잘하네 진짜 김연아처럼 지켜줘야할 우리나라 스포츠계 보물임",11,1 day ago (edited),중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
54,진짜 말도 잘한다 우리 손선우~,16,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
55,손흥민은 참 그냥 멋진 사람이다.,11,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
56,"인성까지 갖춘 우리나라 최고의 선수 손흥민 선수 감사합니다.자랑스럽고 사랑하고, 응원합니다!",1,14 hours ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
57,후배드라 손흥민보고 많이 배워라축구선수 손흥민축구선수이전에 한인간으로 손흥민주장 손흥민,17,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
58,자기가 한 말은 꼭 책임지는 우리캡틴,39,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
59,진짜 자식교육이 어마어마 했을거같다손웅정이 월드클라스네,39,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
60,축구 경기 보면서 행복했습니다우리 선수들 자랑스럽고뿌듯 합니다,4,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
61,"손흥민 선수, 아무 것도 드린 게 없는데 맨날 이렇게 받기만 하네요. 감사해요",31,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
62,손흥민 응원하고 사랑합니다 화이팅  ,7,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
63,손흥민선수 응원하다 이강인 김민재 황희찬이 보이고 현장도 자주 가보게 되고 이제는 이름모를 국가대표 모두에게 관심이 가게되는거 같습니다. 한명의 선수가 끼치는 긍정의 에너지가 이리도 크네요 손선수 응원글 쓰다가 이제는 나도 모르게 국대화이팅이라는 댓글이 늘어납니다. 그래도 손흥민 선수는 내마음의 넘버1,6,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
64,이강인 두 골 놓친 게 아깝다~ 우리 선수들 모두 부상 없이 잘 관리하길.,7,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
65,"손흥민의 플레이, 그의 말, 그의 행동을 보거나 들으면 행복하고 감사한 마음으로 충만해진다.",2,1 day ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
66,강인이 민재 다치지 말구 소속팀에서도 다치지 말구 항상 멋진 경기 부탁해~~한국 축구에서 미래다!,39,2 days ago,중국 침묵시킨 쏘니! 팬들 이야기에 울컥(?)
