,comment,like,time,title_list
1080,faker is the real life ye xiu,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1081,This! They both win Worlds again in their 10th year with a new young roster too!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1082,Let’s go FAKER!!!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1083,En efecto... Es cine ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1084,Banger teaser!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1085,T1 Con lên bảng nào,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1086,Oi oi oi faker with his last line 🫡🫡,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1087,t1 !!!!!!!!!!!!!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1088,SI TIGUAN NO GANA LE PEGO A MI ABUELA,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1089,Wbg goodddd,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1090,"Let me remind you: ""The Glory"" is a Korean movie",1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1091,They did it.....,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1092,T1 T1 T1 T1 T1 T1!!!!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1093,"En efecto, es cine. ",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1094,影片為faker打造的，其他選手只是配角,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1095,GOAT,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1096,GOAT,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1097,4:46 \TPA/,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1098,그샤이나 더샤이나,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1099,"LOL Faker and Loki, yep.",1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1100,4:44 TPA TPA TPA,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1101,VAMOSSS FAKEERRR LA REEEEEEPUUUUUUUUU TE AMOOOOO,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1102,the baby pics,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1103,Aww baby goat!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1104,T1 VS THE LPL LFGGGG,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1105,4th ones for the boys,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1106,04:51,2,1 day ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1107,madre miaaaaa,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1108,i crying ,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1109,there is no Trash Talk?? thats a suprise,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1110,웨어강,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1111,웨어강,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1112,주모!!!!!!!!!!!!!!!!!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1113,"Im not crying, u are",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1114,Faker really is him,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1115,omg what are this video what is this hype holyy,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1116,5:03,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1117,숭배하라-,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1118,faker .. god,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1119,갓즈 씹 띵곡이었노,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1120,버정에서 보고 있는데 누가 크락션 자꾸 울리는 줄 알았네;,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1121,4:44,0,1 day ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1122,,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1123,까악까악이 나만 준 준 준준 준 주운~으로 들림?,1,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1124,im crying,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1125,King come back ! Fakerrrrr,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1126,GA GA GA GA GA GA GODS,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1127,GA GA GA GA GA GA GODS,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1128,Zeus with Yagao??? Where?,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1129,oh my days,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1130,이무기혁;;,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1131,제발!!!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1132,T1 vs JDG Trailer is much better. But this is still ok.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1133,4:43,1,20 hours ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1134,T1: easy,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1135,WHAT DA SLDSLALWDL THIS IS HYPE,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1136,wbg 3-0 t1 ez 1557,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1137,ES DEMASIADO CINE ,0,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1138,05:50,2,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1139,05:17,2,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1140,,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1141,웨 어 강 웨 어 강,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1142,5:02 ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1143,이야아아,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1144,dios santo de mi vida,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1145,SBEVE !!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1146,4:40,0,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1147,We are about to see the birth of God,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1148,CHILLS,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1149,CHILLS,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1150,4:50,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1151,"La pta madre , en efecto es cine ",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1152,대 상 혁,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1153,대 상 혁,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1154,"Guys, pls, I need this song ",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1155,Every other comment is just a T1 fan talking about crying. Something is wrong with this fanbase,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1156,AAAAAALVVVVV me dieron ñañaras,0,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1157,Chills man,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1158,hype,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1159,"what game caster said ""t1 vs lpl"" ?",1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1160,t1 vs jdg,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1161,Drakos,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1162,最好的一次宣传片，然而简中圈大部分都是喷的,0,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1163,캬~!~!~,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1164,WTF T1 storyline,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1165,:'),1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1166,lpl knock down weibo knock down,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1167,Song at 0:56?,1,3 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1168,hypeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1169,哦笑了,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1170,4:53 cine ,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1171,Faker 파이팅!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1172,lol too ez,2,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1173,4:10吹牛,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1174,제발....,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1175,Faker笑了......,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1176,T1 teaser lol,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1177,티원지면 싸그리 은퇴해야할 로스터규모다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1178,어우 어떻게 ㅠㅠ 나 너무 떨려서 못보겠어어어어,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1179,RAAAAAAAAAAAAAAAAAAAAAH NEW JEANS WE UP,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1180,오너 어디갔냐? 4강 1등 공신인데,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1181,파이널 MVP 주려는 큰 그림 ㄷㄷ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1182,축하합니다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1183,아 제발,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1184,5:48 'Why K-drama's on the top',6,3 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1185,Oner 跟 Zues的片段呢！？,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1186,I will pray,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1187,T1,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1188,T1,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1189,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1190,fixth worlds finals for shaker,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1191,"Sixth, and I see; your parents didn't raise you well.",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1192,T1 ,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1193,Laban Faker!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1194,OMG T111111111111111111111,2,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1195,,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1196,SHEEEEEEEEEEEEEEEEEESH!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1197,ㅋㅋ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1198,,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1199,最后的音乐叫什么？,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1200,Goat ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1201,what is the name of the song?,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1202,Gods,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1203,Ground Tremour - Michael BlaineyNewJeans - GODS,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1204,Es cine ,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1205,CINEMA.,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1206,where did these onions come from.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1207,It is Ramin djawadin? Winter is here?,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1208,OMG,1,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1209,파이팅,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1210,OMG,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1211,캬,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1212,ㅋㅎㅋㅎㅎㅋㅎㅋ 웨이보색기들은 무슨 아침에 인력 나온 야가다 형님들 같노 ㅋㅎㅋㅎㅋㅎ 차에 타서 가는 씬도 ㅈㄴ 유사하네 ㅋㅎㅋㅎㅎㅋㅎㅋㅎㅋㅎㅎㅋ 아개 쳐 웃기다 샤오후,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1213,T1이 우승하길 바라는 티저인데?ㅋㅋ 너무 편파인데 라이엇?ㅋㅋㅋㅋㅋ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1214,젠첩 꺼지고 ㅋㅋㅋㅋ 당연히 T1 메인아니냐? ㅋㅋㅋ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1215,為什麼小虎的台詞都那麼尬,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1216,Subtitles?,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1217,소름,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1218,FAKER MY GLOURIOUS KING WILL WIN,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1219,CINEEEEE,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1220,FAKER no1,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1221,666 commentspls T1,0,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1222,gg,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1223,ㅅㅂ T1가즈아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,0,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1224,B站怎麼還沒更新...,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1225,쌌다,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1226,Faker sama,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1227,쌌다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1228,쌌다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1229,Sheesh,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1230,Disappointing teaser.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1231,:0,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1232,I WAS HERE!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1233,nastiest teaser of league,2,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1234,Who will win? The teaser makes it clear.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1235,Đg ở eog stadium,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1236,go,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1237,Cine ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1238,Goat,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1239,เจ้าเชื่อเรื่องเจ้าแม่นาคีบ่,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1240,haahahahhahhahaleague of legends no mas,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1241,"螭龍 is form Chinese culture, it's definitely cultural appropriation",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1242,an imoogi has been part of korean mytholgy for hundreds of year what are you on dragons arent just unqiue to chinese culture,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1243,"Yayaya,whatever️",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1244," @retricallltann6243  What? so Christmas is a Korean culture since it has been part of Korean lots of years. 螭 is from Chinese culture, how is it unique to chinese culture by giving a new name? then just call Christmas Shengdan then it's a new festival",0,2 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1245,Faker is so over-rated an over hyped. Such a tired storyline but it's all Korea evet has going so kero beating the dead horse,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1246,"bro, countless of godzillas died reading your comment.and I've said it so many times : hating on something/someone popular doesn't make you look cool or anything.",7,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1247,"I'm not hating on Faker. I just tired of every year, its the same song and dance about him and its just old at this point.  @Rick-hy6vh ",1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1248,Repent and Believe in Jesus Christ!Gospel/Good newsREPENT of your sins and believe in the Lord Jesus Christ! He is the only way to heaven,2,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1249,I WAS HERE,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1250,I WAS HERE,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1251,77777777777,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1252,buy rp,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
