,comment,like,time,title_list
0,이런 게 바로 미디어의 순기능인 것 같음... 영상 하나로 가수분은 전국적으로 얼굴을 알리고 대중분들은 향수에 젖거나 힘을 얻어가네... 마음이 너무 따뜻해짐 ㅜㅜ,7.6K,11 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
1,ㄹㅇ,84,11 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
2,이분 무대 못한 사연도 너무 안타까움... 안좋은 일이 너무 많으셨다고...,283,11 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
3,매일 자극적인 영상 썸네일만 보다 이 영상보니 마음이 따뜻해집니다. 유정석님 나와주셔서 감사합니다.,160,11 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
4,저도용,38,11 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
5,잘주는 고보딩지 많은곳 찾았다들려서 좌표 확인하고 가라,9,11 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
6,조회수 452만....ㄷㄷ,45,11 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
7,싱어게인에 나와주셔서 정말 감사합니다,27,11 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
8,노래방에서 노라조의 형 부르고 질풍가도 부르면 정말 살아갈 힘이 생김. 노라조랑 고음이 비슷한 창법이라 같이 콜라보해서 사람들한테 힘을 주는 또 하나의 곡을 들려주길 소망합니다.,38,10 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
9,74호님을 기억하고 기다리는 분들은 정말 정말 많으니까 그 사랑 많이 받고 꼭 쾌차하시고요... 건강이 나아지시면 대중들 앞에서 노래 한 번 시원하게 불러주세요ㅎㅎ항상 응원합니다 너무 멋진사람,383,13 hours ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
10,잊지 않고 74호 유정석님 기다립니다늘 건강하십시요,25,13 hours ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
11,유정석님 기다렸는데 하차소식에 너무도 아쉽네요 꼭건강 회복하시고 활동재개하시길 빌게요,2,2 hours ago (edited),※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
12,꼭 건강 회복 하셔서 다양한 무대에서 만나뵐 수 있었으면 좋겠습니다. 평생 잊지 못할 마음 북돋아주는 노래 불러주셔서 감사해요. 그만큼 유정석님도 댓글들 보고 응원의 힘 얻으시길 바라요!!,227,13 hours ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
13,가족분들   74호님도  건강이  많이  안좋으셨다는데도  그런 우울한 환경을  딛고  질풍가도   전국민  힐링곡  라이브무대를  만들어 주셔서  고맙습니다 앞으로는  꽃길만 걸으시면  좋겠습니다연말  홍대입구에서  게릴라콘써트  라이브로 하시면 현장이  디비질거같은데 ~ ㅎㅎ,239,2 days ago (edited),※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
14,역대 싱어게인 출연자중 단연코 최고의 무대인듯해요 응원가인데 용기와 감동 눈물 격려.  74호 가수님 이번계기가 새로운 도약이 되었음 진심 바랄게요 싱어게인  제작자 모든분께 감사합니다,137,1 day ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
15,전주 두음정도 듣자마자 다들 반응하는게 레전드ㅋㅋㅋㅋㅋ,64,1 day ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
16,힘든사연 있었지만 사연팔이 하나 안하고 '개인사정' 한마디하고실력만으로 올라가신거 너무 멋있다,3.8K,8 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
17,ㄹㅇ,92,7 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
18,진정한 고수는 노래로만 말한다...,295,7 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
19,사연 좀 팔수도 잇찌....꼬여가지고...,28,7 days ago,※울컥 주의※ 힘들 때 희망과 용기를 줬던 🔥심장 강타 곡🔥 74호 가수의 '질풍가도(쾌걸 근육맨 2세 OST)'｜싱어게인3｜JTBC 231109 방송 외
