,comment,like,time,title_list
0,김장하기 직전 소금에 절여둔 배추 맛보며 황홀했습니다. 이게 훨씬 더 좋은 음식이 아닐까 싶었지요.,1,4 days ago,배추 몇포기만 남겨 두었다 이렇게 드셔보세요!! 김치보다 더 찾아먹는 반찬이 됩니다/ 초간단배추장아찌 Cabbage pickle
1,https://youtu.be/gsSh36voF4g절임배추로 한 레시피입니다.참고하시면 좋을것 같아 보내드립니다 ^^,1,4 days ago,배추 몇포기만 남겨 두었다 이렇게 드셔보세요!! 김치보다 더 찾아먹는 반찬이 됩니다/ 초간단배추장아찌 Cabbage pickle
2,겨울배추 넣고 만든 떡볶이 맛을 압니다 예전에 올리신 영상보고 따라 해봤는데 의외로 맛이 좋아 놀랬었어요 ^^,5,6 days ago,배추 몇포기만 남겨 두었다 이렇게 드셔보세요!! 김치보다 더 찾아먹는 반찬이 됩니다/ 초간단배추장아찌 Cabbage pickle
3,과한 양념을 점점 멀리하게 되네요^^오늘도 행복한 하루 되십시요 ,0,6 days ago,배추 몇포기만 남겨 두었다 이렇게 드셔보세요!! 김치보다 더 찾아먹는 반찬이 됩니다/ 초간단배추장아찌 Cabbage pickle
4,저는 배추피클 절임물에 와사비(또는 겨자)도 넣어요. 꼭 짜서 고추장넣고 쌈 싸먹는답니다. 산뜻 담백해요. 쌈장보다는 양념안한 고추장이 잘 맞아요.,13,6 days ago,배추 몇포기만 남겨 두었다 이렇게 드셔보세요!! 김치보다 더 찾아먹는 반찬이 됩니다/ 초간단배추장아찌 Cabbage pickle
5,오~~   좋은 하루 되십시요 ,6,6 days ago,배추 몇포기만 남겨 두었다 이렇게 드셔보세요!! 김치보다 더 찾아먹는 반찬이 됩니다/ 초간단배추장아찌 Cabbage pickle
6,.,1,5 days ago,배추 몇포기만 남겨 두었다 이렇게 드셔보세요!! 김치보다 더 찾아먹는 반찬이 됩니다/ 초간단배추장아찌 Cabbage pickle
7,소교님^^안녕하세요~~오늘부터  기온이  갑자기  떨어져서  한기를  몸으로 받아들이고  있네요  작년에  만들어논  생강차로 몸과마음을  달래주는 주말아침  소교님의 노랑배추피클   요리하시는과정  보고있습니다^어쩜  배추속이  그리도  이쁜가용--? 무침을  하신  배추는  국수에  비벼먹어도  담백할듯  하네요ㅎㅎ,4,5 days ago,배추 몇포기만 남겨 두었다 이렇게 드셔보세요!! 김치보다 더 찾아먹는 반찬이 됩니다/ 초간단배추장아찌 Cabbage pickle
8,고맙습니다  아기자기한 댓글에 감동입니다^^오늘도 행복한 하루 되십시요 ,0,5 days ago,배추 몇포기만 남겨 두었다 이렇게 드셔보세요!! 김치보다 더 찾아먹는 반찬이 됩니다/ 초간단배추장아찌 Cabbage pickle
9,창의력  만땅ᆢ소교댁,0,5 days ago,배추 몇포기만 남겨 두었다 이렇게 드셔보세요!! 김치보다 더 찾아먹는 반찬이 됩니다/ 초간단배추장아찌 Cabbage pickle
10,김밥 속 재료로 써도 맛있을꺼 같아요,11,6 days ago,배추 몇포기만 남겨 두었다 이렇게 드셔보세요!! 김치보다 더 찾아먹는 반찬이 됩니다/ 초간단배추장아찌 Cabbage pickle
