,comment,like,time,title_list
0,"일본, 호주, 이란과 같이 경기할 때 중국이나 싱가폴을 다루듯 경기 할 수 있게 축구수준이 빨리 높아졌으면 좋겠다. 그야말로 월드클래스 축구대표팀이 되길...",17,1 day ago,"[세상만사] 한국, 중국 3-0으로 꺾고 월드컵 예선 '2연승'"
1,[ 오빠들 대주고 가는 유부 많은곳 찾았어 ]=들려서 어딘지 보고 가거라=서둘러요,0,1 day ago,"[세상만사] 한국, 중국 3-0으로 꺾고 월드컵 예선 '2연승'"
2,아세안컵에서 꼭!!!!!! 우승해서 한국 축구가명실공히  아시아최강을 넘어 세계로 도약하는 날이 오길 기대합니다.손흥민 이강인 김민재 같은 선수가 꾸준히 나오도록 유소년 축구도 관심을 가지고 잘 육성하길 바랍니다.,9,1 day ago,"[세상만사] 한국, 중국 3-0으로 꺾고 월드컵 예선 '2연승'"
3,"조금 바로잡을게요.  아세안은 동남아시아 국가연합을 뜻하는 것이고, 이번 1월대회는 아시안컵 이라고 부르는게 맞습니다.",0,1 day ago,"[세상만사] 한국, 중국 3-0으로 꺾고 월드컵 예선 '2연승'"
4,소국이라 부르기엔 땅이 너무 넓고대국이라 부르기엔 사람들의 속이 너무좁아 보복을 일삼으며중국이라 부르려니 하는 짓이 중간이 없어총체적 난국일세...,86,1 day ago,"[세상만사] 한국, 중국 3-0으로 꺾고 월드컵 예선 '2연승'"
5,와 진짜 공감. 좋아요 누릅니다.,6,1 day ago,"[세상만사] 한국, 중국 3-0으로 꺾고 월드컵 예선 '2연승'"
6,그러니까 중공이죠,1,1 day ago,"[세상만사] 한국, 중국 3-0으로 꺾고 월드컵 예선 '2연승'"
7,난국 어울리네,4,1 day ago,"[세상만사] 한국, 중국 3-0으로 꺾고 월드컵 예선 '2연승'"
8,어느 학원 다니는지요? 댓글 맛집이네,3,1 day ago,"[세상만사] 한국, 중국 3-0으로 꺾고 월드컵 예선 '2연승'"
9,이러니께 나라가 점점 좁아지는거임 ㅡ 곧 지도에서 사라지는건 시간문제임 ㅡ 동족도 싫어하는 괴뢰국,1,1 day ago,"[세상만사] 한국, 중국 3-0으로 꺾고 월드컵 예선 '2연승'"
