,comment,like,time,title_list
25,다들 전에 나온 롤드컵 주제가 보다 약하다고들 하지만 전 이번 노래가 너무 좋아서 나온 날부터 꾸준히 잘 듣고 있는데 무대 역시 너무 멋지네요!! T1 우승 진심으로 축하합니다!!,89,2 days ago (edited),NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
26,서사도 좋고 브금도 웅장해서 좋은데...보컬이 자꾸 브금에 잡아먹히는 것같아서 뭔가 답답해요.,27,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
27,스타 워킨 때도 그렇고아련한 곡들이 우승팀 나오면서사까지 추가되서노래가 급속도로 좋아짐ㅋㅋㅋ,4,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
28,T1의 월드챔피언십 우승을 축하드립니다갓즈라는 좋은 곡으로 뉴진스를 초청해 준 라이엇과 현장에서 박수 쳐 주신 롤팬 여러분도 고맙습니다,635,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
29,,1,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
30,캬 사성군 티원 축축,0,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
31,This is amazing Gods is such an amazing song and the fact they made a choreography for it and they’re vocals live are always so stable and amazing and OMGG their stage presence ,333,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
32,"Are their vocals truly live? If they are, then it was a great performance",12,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
33," @indra5076  truly live, use earphones, or watch fancam. Idk why ppl assume this is lipsync, they need to make a mistake while singing so for them to show this is live? Hmm",15,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
34,"They aren't stable, they are lipsyncing lol",10,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
35, @sugarcone8216  whatever that make you sleep lmao,1,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
36, @tiaraayulestari8392   Bro there are tons of videos on the internet of idols lip-syncing. Your just delulu,4,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
37," @sugarcone8216  and? I know when they're lipsync or not, and i won't saying anything if they're lol, but in here they're live, there's diff between live vocals and backtrackDanielle even worried that her voice sound nassal bcs her throat condition ain't good",1,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
38," @sugarcone8216  bro, even Danielle singing part of your world live in Mexico there's ppl said that she's lipsync bcs she's too beautiful to singing that lol",3,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
39,저 버니즈 인데 저거 라이브 아닌데요후보정 씨게 들어갔어요,1,18 hours ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
40,연출로 살린 무대인 거 같아요 곡 자체가 몰아치는 스타일인 하트스틸 이후에 나오니까 노래가 더 심심하게 느껴지기도 하고 성량도 아쉽고... 그렇다고 춤이 빡센것도 아닌 아쉬운 무대였어요ㅠ 뉴진스분들도 무대 준비하시느라 고생하셨겠지만 다음에는 롤드컵과 더 어울리는 목소리에 힘있고 개성있는 실력 좋은 아티스트와 함께 했으면 좋겠습니다 ㅎㅎ,249,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
41,십대이고신인임니다  이정도면잘했다고봅니다게임회사는 돈에움직임니다  전세계에서인지도있는뉴전을선택했다고함니다 이해하세요,10,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
42, @ysy6458  무슨 논리야? 10대고 신인이면 무대 아쉽게 느껴져도 그냥 이해하고 넘어가야 함? 프로잖아? 10대라고 돈 조금 받나?무대 자체는 성량이나 무대 장악력 아쉬운 건 사실이잖아.대체 돈에 미친 게임 회사의 선택과 전세계 인지도랑  무대 품평에 뭔 상관임?빠가 까를 만든다는 말이 틀린 말이 아님,113,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
43,T1우승까지 더해져 노래 무대 전부 개지리는데 가사 이딴건 안중에도 없고 그냥 존나 웅장해야지려버리는 알못새낑,7,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
44, @ysy6458 데뷔한지 1년이 넘었는데 언제까지 신인임 ... 빌보드까지 갈정도면 그에 맞는 실력이 있어야 하는거 아님?,52,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
45," @fff-zj8hv  T1우승하고 무대랑 상관 없고, 가사 볼 거면 책을 읽고 랩을 들으셈 ㅋㅋㅋ 뉴진스니까 예의 있게 말해서 아쉽다고 말해주는 거지.뉴진스랑 노래 컨셉하고 겉돌았던 게 팩트임 솔까 뉴진스 모르는  게이머들이 저 무대 보면 무슨 생각할까?음원보다 힘없는 성량(라이브)에  무대 춤도 애매한 퍼포먼스였는데 마지막 무대면 당연 아쉽게 느끼지 뭘 알 못이야 적당히 빠셈 헐겠음.",36,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
46," @ysy6458 뭔 전세계에서 인지도가 있어서 선택을 해ㅋㅋㅋㅋ 해외 반응은 지금 한국에서는 케이팝이 인기 많아서 한국에서 열리는 대회 인지도 끌려면 노래 잘하는 다른 해외 가수들보다, 한국에서 인기많은 케이팝 걸그룹 뽑은 거라고 하고, 뉴진스가 누군지도 모른다는 반응이 허다한데...그마저도 라이브 안하고 립싱크하다가 마이크 안 들고 있는데 목소리 나오는 거 걸려서역시 케이팝 수준은 어쩔 수 없다고 모든 케이팝 다 싸잡혀서 욕먹고 있음..",7,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
47,노래가 기승전결이 있어서 노래자체는 매우 휼륭한데 안무가좀ㅋㅋㅋㄱ흐느적 흐느적ㅋㅋㅋㄱ,1,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
48, @user-uo1lh9ui2h  이게맞음 미국사는데,1,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
49,"GODS ingresa al top 50 de melon y solo por esta actuación está subiendo de puesto y volviéndose más viral, icónicas Reinas",12,21 hours ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
50,"GOD I GENUINELY LOVE THIS SONG, WHAT A MASTERPIECE!",56,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
51,롤 하나도 모르는데 연출도 좋고 노래도 멋지다,111,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
52,소속사도 뉴진스 광야컨셉을 한번도 시킨적 없는데..이 곡 피쳐링을 뉴진스로 뽑아버린다는 롤의 상상력 쥰나 대단하네,138,3 days ago (edited),NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
53,"It's been 7 years now really! I was about to cry when I saw Faker and his fellow teammates has finally smiling when they won the finals! You did it, T1! Congratulations!",2.8K,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
54,they won finals in semi-finals xD but yeah Keira Guma Oner deserved it as anyone else,17,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
55, @damianmytlewski7757 and zeus??? He literally won the matchs,56,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
56,They had a chance to smiling in last year. But…,1,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
57," @damianmytlewski7757  all of them did, all of them won their lanes all of them played stelarly be it macro or teamfight.I have not enjoyed a finals so much in a long time.",17,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
58,lmao,0,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
59,Don't forget that Keria expects to wait for NewJeans ,7,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
60," @ricardohoang8452  yes he said he was happy that he finally meet the NewJeans in ""face to face"".",6,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
61," @randomaether  this was probably the most one sided final you could wish for, how was last year not better than this?",7,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
62,"It would've been more epic, if they face JDG in the final. No disrespect to WBG, but they are not ready for T1.",5,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
63, @agustinbre364  well Oner did perma top cover and ganking when possible. in finals we didnt see top gap we saw jungle and TheShy's mental gap.,1,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
64,"Wow, they did amazing! They have beautiful voices, stage presence and what an amazing performance! So early in their career they're already climbing charts everywhere! New Jeans are the future of k-pop and I might as well start stanning them ",6,4 hours ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
65,와 노래만 들었을땐 몰랐는데 무대로 보니까 뉴진스 완전 잘어울리네 지금 한국 탑 걸그룹이라 그 명성에도 어울리고.. 2:46 여기 연출 개좋음 결승전 앞둔 두 팀이랑 롤을 노래하는 뉴진스.. 웅장해진다,96,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
66,The illusion of being in a game.  One of the world's best performances!,35,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
67,"Can’t believe I was there two days ago. Everyone was excited when NewJeans came out and I also saw a binky bong in front of me kekekeke. The live was great and on fire, and hopefully I can go to Newjeans tour next year. Congrats T1 ",226,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
68,tour when?,1,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
69,Quick question could you see Leona and mordekaiser like we could through our screens?,1,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
70, @dantye15  No they couldn't. You can only see them through screens,1,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
71,"actually i was very curious about it, because i see no lightsticks in the audience(at least that i see), and it was hard for me to believe that there were no bunnies there",1,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
72,"우승하고 나니 문득, 4번째 우승은 팀을 위한 우승이라는 말과 함께 좌절하던 팀원들의 옛 모습이 스쳐지나간 후에 웃으면서 팀원들을 기다리는 페이커와 함께 흘러나와 모든 t1 팬들을 눈물흘리게 만든 gods-뉴진스가 새삼 대단하게 느껴지네.... 사랑합니다.",107,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
73,모든 선수들에게 경의를 표하고 무대 준비에 열정을 다한 뉴진스도 대단하고 멋지다.,1.7K,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
74,근데 너무 흥이 안난다,43,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
75, @raraider1234 직관했는데 ㄹㅇ 개재밌던데 목나가는줄,139,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
76, @raraider1234 이렇게 말 하는 애들중에 직접 가서 본 애를 본적이 없음,153,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
77, @user-pc4eu6gk6m  뉴진스 바로앞이 이매진 드래곤 공연이라 상대적으로 뉴진스 공연이 흥이 안난다고 생각할수도 있죠 뉴진스 공연도 좋다고 생각함 !,45,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
78,릴나스엑스가 결승전 노래 했으면 더 레전드였다 솔직히 별로였자나,10,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
79, @az_the_love  상상용은 대체 어디에 나왔나요? 집에서 자고있을텐데,13,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
80, @user-pc4eu6gk6m 미디어로만 봐서 그려 이해해주자 불쌍하잖어,3,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
81,Excellent performance. Shout out to the Worlds' teams & NewJeans ,126,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
82,This song has been on my playlist for weeks now so happy to see them performing it on stage,48,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
83,this is so cool i want them to do a mini album with this genre,102,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
84,이렇게 무대가 어색하기도 힘든데 대단하네요,107,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
85,"페이커, T1.. GODS라는 숭배의 외침이 이토록 어울리는 존재가 있을까? 가슴이 웅장해진다!",137,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
86,this song literally predicted the future! Nothing can withstand the unkillable demon king,4.5K,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
87,"Buddha and Jesus "" You say sike again?"" ",19,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
88,The best T1 player: Draft wintrade,44,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
89,"When you play God, there re gonna crumble one by one, every LPL team have been fallen by T1",125,4 days ago (edited),NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
90, @saimyintmyat9373 bruh too out of context,48,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
91, @jeovillarubia240  it's a joke btw.,0,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
92,Like it does every year? hmm :P,1,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
93, @FlaLovecraft t1 dictates the meta specially bot that's why they can pick whatever they want,16,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
94,who,1,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
95,This shows that worlds are always scripted even before they start XP,10,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
96,"""Once you play God, once you play God. They're gonna crumble one by one"" - Faker and T1 eliminating every LPL team one by one to win Worlds. Most fitting song since 2019's Phoenix with 'Rise Phoenix! Rise!"" and FunPlus Phoenix winning Worlds.",46,4 days ago (edited),NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
97,"Quá tuyệt vợi NewJeans, mở màn CKTG 2023 quá tuyệt vời, âm nhạc sân khấu ánh sáng đều tuyệt vời.",184,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
98,tôi suy nghĩ người Việt Nam không thích newjeans,0,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
99, @MistikalMoon  Sẽ có người này thích NewJeans và người kia không thích NewJeans. Nhưng đúng là NewJeans có nhiều anti ở Việt Nam.,0,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
100, @MistikalMoon họ có thích,0,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
101, @shinestar9243  kkk okay mà,1,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
102,tại sao lại không?! @MistikalMoon ,0,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
103,Không thích thì kệ thôi bạn ơi cuộc sống này mà nếu không có người khác ghét thì chả phải là con người nữa đâu,0,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
104,One of the best game song collabs I’ve ever heard. Hearing this type of powerful concept from New Jeans just show they are such an all rounder group. They fully devoured this concept so much. In my opinion their vocals match so well with these types of songs too. I hope they end up doing a concept like this later on.,16,2 days ago (edited),NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
105,뉴진스와 티원의 만남 어디서도 볼수가 없는 조합이였다 ...! 최고의 경기를 보여준 선수단 여러분 감사합니다!!,58,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
106,"Wow,different vibes of   New Jeans!I love itAnd Daniel is like an elf princess ️",10,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
107,노래 연출 무대 뉴진스 모든게 완벽했다 가슴벅찬 대단한 공연,109,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
108,노래(지들이 안부름)연출(텐센트 자본력)무대(흐느적 흐느적 )대체 뭐가 대단하고 가슴벅차다는 거임?,49,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
109,억빠 가슴벅차게 대단해 ㅠㅠㅠ,16,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
110, @user-ow9ub2px2l 라이브 안들리나 물론 다 라이브는 아니구 ar을 깐게 있겠지만 왜케 뉴진스를 못까내려서 안달일까 ㅋㅋㅋ 그냥 머 1년차가 롤드컵 노래 불러줬네 라이브해줬네 칭찬이 어렵나 ㅋㅋ 국내 케아핍 걸그룹이 저기 무대 선것만으로 대단한거 아닌교 ㅜㅜ 아무리 노래가 이전에 비해 별로라지만 그렇기 까야됨? ㅋㅋㅋ,5,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
111, @ipadair5th 노래는 좋은데 저 노래를 부른 가수가 실력이 모자라서 생긴문제인듯 저 웅장하고 퀄리티 높은 노래를 저렇게 힘빠지게 부르면 롤팬이든 케이팝팬이든 실망스러울수밖에.. 노래 뉴진스랑  안어울린다고 사람들이 뭐라하던거 무대로  증명할수있는 기회였는데 아쉬움,9,1 day ago (edited),NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
112, @ipadair5th  앞전에 rise 부른 애들이랑 비교해봐도 사운드 비던데 ㅋㅋㅋ  돔구장에서도 소리가 꽉 채워지는 느낌 안듬 ㅋㅋ,3,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
113,무대 진짜 퀄 미쳤다 ;; 뉴진스 진짜 게임 캐릭터 같아ㅜㅜ,1.1K,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
114,제모지상주의 1화박형식:으악!재발날그만좀게롭혀!!일진들:더러운녀석!너가왁싱할때까지,3,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
115,별로...,97,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
116,불멸의 영웅 이렐리아 같음,14,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
117,게임 캐릭터보다 예쁘지,20,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
118,앞에서 판테온 방패들고 발연기 하는사람도 폼 ㅁ쳤따,13,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
119,직관가서 봤는데 진짜 개별로였음 노래도 별로 보컬도 힘존나빠지고 그냥 팔다리 휘적휘적거리는거밖에 안보임,165,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
120, @user-or8im6jd2g 별로는 아니엿는데.. 고음 지르는거 안해줘서 조금 실망했음..,50,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
121,ㄹㅇ 후렴에 깔리는 고음 질렀으면 지렸을텐데 그정도는 힘든가봄…,57,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
122,Really incredible. New Jeans killed it!,15,1 day ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
123,뉴진스 공연직괸기서 넘 재밌게 식구들이랑 질봤어요 다글 남 좋아하다라구요 T1 우승도 축하합니다 ,26,1 day ago (edited),NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
124,Se llevaron el mejor premio de la noche en los Billboard felicidades realmente son talentosas y tienen buenas canciones,66,3 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
125,"I literally cried, this was super amazing",7,14 hours ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
126,1:15 i really like this part. It's like the final touch before Newjeans fades into the background.,13,2 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
127,t1혼자 남아서 중국 네팀 잡고 우승ㄷㄷ 서사 완벽했다..거기에 진짜로 나온 뉴진스까지ㅋㅋㅋ,557,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
128,와 진짜 8강에서 남의집 잔치각나왔을때 생각하면 아직도 아찔함 ㄹㅇ,61,4 days ago,NewJeans (뉴진스) - GODS | 마스터카드와 함께하는 2023 월드 챔피언십 결승 개막식
