,comment,like,time,title_list
0,노빠꾸탁재훈x세인트존스호텔패키지 이벤트 조기종료,1.4K,2 weeks ago (edited),"이효리, 탁재훈 기강 잡으러 온 진짜 쎈 누나ㅣ노빠꾸탁재훈 시즌2 EP.77"
1,네~^^,12,2 weeks ago,"이효리, 탁재훈 기강 잡으러 온 진짜 쎈 누나ㅣ노빠꾸탁재훈 시즌2 EP.77"
2,세인트존스호텔 올 여름 갔었는데 체크인 지옥이었음  에어컨도 진짜  조식은 그나마  괜찮았음,29,2 weeks ago,"이효리, 탁재훈 기강 잡으러 온 진짜 쎈 누나ㅣ노빠꾸탁재훈 시즌2 EP.77"
3, @JKim-ie9gh   ㅇㅈ 체크인 진짜 하........,16,2 weeks ago,"이효리, 탁재훈 기강 잡으러 온 진짜 쎈 누나ㅣ노빠꾸탁재훈 시즌2 EP.77"
4,여기 너무 좋다고 하던데 가고 싶었던곳인데 패키지 너무 좋네요!,4,2 weeks ago,"이효리, 탁재훈 기강 잡으러 온 진짜 쎈 누나ㅣ노빠꾸탁재훈 시즌2 EP.77"
5, @sexynerdnam  집에 거울좀 봐라 갔는지 안 갔는지 ㅋㅋ,6,2 weeks ago,"이효리, 탁재훈 기강 잡으러 온 진짜 쎈 누나ㅣ노빠꾸탁재훈 시즌2 EP.77"
6,와 이효리닷,7,2 weeks ago,"이효리, 탁재훈 기강 잡으러 온 진짜 쎈 누나ㅣ노빠꾸탁재훈 시즌2 EP.77"
7,체크인 어떤지 9체적으로 좀...,3,2 weeks ago,"이효리, 탁재훈 기강 잡으러 온 진짜 쎈 누나ㅣ노빠꾸탁재훈 시즌2 EP.77"
8, @sexynerdnam 한물가서 1시간만에 20만 조회수?,7,2 weeks ago,"이효리, 탁재훈 기강 잡으러 온 진짜 쎈 누나ㅣ노빠꾸탁재훈 시즌2 EP.77"
9," @user-os5yh7hx3z 바닷가호텔 여름이면 극성수기인데 또 날짜나 요일에따라 몰리는때 였겠죠. 덤으로 시간까지 ㅋㅋ빨리 들어가서 짐풀고 쉬고싶은데, 그래야 풀도 들어가고 바닷가도가고 해질무렵부터 술한잔도 시간맞춰 시작해야하는데 다시 들어와서 야간에 인피니티풀에서 버블풀에 들어가보기도해야해서 시간 빠듯한데",11,2 weeks ago,"이효리, 탁재훈 기강 잡으러 온 진짜 쎈 누나ㅣ노빠꾸탁재훈 시즌2 EP.77"
10,효리님 쉴새없이 공격하고 2~3회 수비하고탁재훈님은 공격 반사 수비 밸런스가 미쳤음 ㅋㅋㅋㅋㅋ 진짜 재밌음이게 티키타카구나,2.6K,12 days ago,"이효리, 탁재훈 기강 잡으러 온 진짜 쎈 누나ㅣ노빠꾸탁재훈 시즌2 EP.77"
