,comment,like,time,title_list
0,"경기력은 역시 프랑스가 전반전에 압도했고...피지컬의 차이도 느껴지지만, 후반전은 한국도 괜찮았다. 수비도 안정적이고  찬스를 잘 살렸다. 진짜 대단함... 프랑스와 잘해도 0:0 기대했지만 3:0으로 이길지 몰랐다.",2.1K,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
1, @CR_7777_CR 팩트) 메시>>>>호날두=살라,44,2 days ago (edited),[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
2,와.. 프랑스 그것도 앙리가 이끄는 프랑스를....,45,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
3,프랑스 키퍼가 3골 다 실수함,39,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
4,운이 좋아서 3대0?,21,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
5, @CR_7777_CR  <-----이런 애들 특)꼭 조선 어쩌구 댓글 닮글 쓰는 건 꼭 조선족 같은 외국인처럼 쓰는데 한국인임,47,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
6, @CR_7777_CR   성공을 해본적이 없으니까 남이 이룬게 다 운처럼 보이는거지,45,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
7,예전 축구처럼 위험한 상황에서 수비가 뻥~ 걷어내는거 없이 침착하게 빌드업 하면서 전개하는 모습이 너무 자랑스럽다,632,2 days ago (edited),[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
8,동감입니다 ,8,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
9,[ 오빠들 대주고 가는 유부 많은곳 찾았어 ]=들려서 어딘지 보고 가거라=,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
10,[ 오빠들 대주고 가는 유부 많은곳 찾았어 ]=들려서 어딘지 보고 가거라=,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
11,[ 오빠들 대주고 가는 유부 많은곳 찾았어 ]=들려서 어딘지 보고 가거라==,0,1 day ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
12,8:22 앙리도 없는데 뭔 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,21 hours ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
13,확실히 못한다. 한숨뿐.,1,19 hours ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
14,난 황선홍감독이 이끄는 팀 선수들이 하나같이 다들 침착하게 끝까지 흥분하지 않고 하나하나 차근차근 해내는 플레이가 너무너무 맘에 듭니다 ♡ 정말 잘했습니다.수비도 좋고 개개인의 발이 잘맞고 영리하게 조직적으로 정말 합이 잘맞다는 생각이 들었습니다.정말 잘했습니다.,21,1 day ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
15,한국 대표 축구팀의 경기력은 프랑스와의 경기에서 특히 두드러진 것 같아요 후반에 한국이 찬스를 잘 활용하고 수비도 안정적으로 펼쳤네요 프랑스에 3:0으로 이기다니 대단해요 선수들은 위험한 상황에서도 침착하게 빌드업하며 진행한 것이 인상적이에요,147,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
16,[ 오빠들 대주고 가는 유부 많은곳 찾았어 ]=들려서 어딘지 보고 가거라=,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
17,5:31 와 거리 미쳤네….6:22 선제골이 중요한 이유인가 정상빈 미쳤다 와…8:08  대한민국 폼 미쳤다 진심 미쳤어 와 미쳤다 이대로 쭉 가자,95,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
18,[ 오빠들 대주고 가는 유부 많은곳 찾았어 ]=들려서 어딘지 보고 가거라=,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
19,이 경기가 자신감은 갖되 자만이 되지 않기를!!! 대단하다 대한민국️🇰🇷,170,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
20,[ 오빠들 대주고 가는 유부 많은곳 찾았어 ]=들려서 어딘지 보고 가거라=,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
21,[ 오빠들 대주고 가는 유부 많은곳 찾았어 ]=들려서 어딘지 보고 가거라=,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
22,예전엔 한 골 넣으면 그거 지키려 수비만 잔 득 하다가 역전되고 했는데..한 골에 안주하지 않고 화끈하게 공격하는 게 멋지다.그만큼 우리도 강팀으로 성장했다는 뜻이겠지.. 멋지다. 선수들~ 감독~~ ^^,986,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
23,23세이하는 존나쌔 근데 성인만돼면....,10,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
24, @user-wh7it7cv7p 군대무시못함,10,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
25, @user-wh7it7cv7p 유럽에서는 23세정도에 잘하는 선수들은 다 빅클럽으로 가있어서 올림픽같은 저런 대회에는 선수차출을 안해주죠. 그래서 해볼한 한건데 성인 대표팀과 올림픽 대표팀은 전혀 다른 팀이죠.,4,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
26, @user-qo3bp9ti5l 그렇다기엔 마티스 텔이 선발로 나왔는데?,15,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
27,친선이니까 해볼 거 다해보자란 마인드도 있겠지 대회 본선이었어봐 우당탕탕 공격에 우당탕탕 수비 나올듯 이런 경기력이면,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
28, @user-qo3bp9ti5l  이번프랑스는 파리홈에서 금메달 노리는 풀전력에 가까운팀입니다.,18,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
29, @user-qo3bp9ti5l ㅋㅋㅋㅋㅋㅋ아는척 ㄴㄴ,2,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
30,지금 성인 국대도 황금세대라 불릴만한데 올림픽대표도 잘한다!!! 강팀상대로 주눅들지 않고 전반 버텨내고 후반 결정지어버리고!!! 와 미래가 밝다!!!,331,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
31,2023 FIFA U-17 월드컵 조별 예선 3전 전패 탈락으로 미래는 밝지가 않는 것 같아요...,4,2 days ago (edited),[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
32, @Young.L 어릴때는 아무도 모름,16,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
33, @garethbale8594 우리나란 어릴때만 ㅈㄴ 잘하는 나란데 어릴때도 못하면 어짜누..,5,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
34, @Young.L 17세가 골짜기 세대인듯ㅠㅠ,3,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
35, @garethbale8594  어릴때만 잘하는게 한국축구인데 ㅋㅋㅋㅋㅋ,4,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
36, @garethbale8594  아직 어리니까 성인 수준이 높아져서 잘 보고 배우면 수준이 올라가기도 하겠죠.어쩌면 감독 문제 등 다른 일시적 원인이 있을 수도 있으니 축구팬들이 관심을 가지고 지켜봐야겠지요.,2,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
37,U17은 노답,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
38,원래 올림픽에서는 좀 하잖아. 다른나라는 유망주도 가려서 나오지 않나?,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
39,[ 오빠들 대주고 가는 유부 많은곳 찾았어 ]=들려서 어딘지 보고 가거라=,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
40, @Young.L 그건 결과만 놓고 봤을때는 그런데 경기내용 안에서 선수들 개개인 평가를 놓고봤을때는 좋은 선수들이 정말 많다고 생각함,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
41,전반에 약점을 보완해서 후반 대등한 경기 ... 전술도 좋었고.. 어린 선수들 멘탈도 좋았다... 멘탈에서 승리한게 커보인다..,21,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
42,시간대가 안 맞아서 하이라이트만 봤는데 전반전에 프랑스가 압도했고 정말 우리나라 골문도 열리겠구나 싶은 순간들이었음. 이 하이라이트를 보고나니 우리나라가 저번에도 그렇고 후반에 더 집중력이 살아나는 패턴이 있는데 그 덕분에 3대0 승리가 가능하지 않았나 생각함.,32,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
43,"1998년인가…. 월드컵때 5:0으로 진 거 기억하는데 한국 축구 진짜 멋있다 주전, 교체, 벤치 모두 응원합니다 ",32,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
44,"프랑스 월드컵일뿐!  오대빵은 네덜란드와의 경기임,,,, 차감독이 월드컵중 경질된 아픔",0,2 days ago (edited),[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
45,네덜란드전일텐데,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
46,프랑스한테 5대0으로 진건 2001컨페더레이션스컵,2,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
47,이정도 기억력이면 병원가야지 아조씨 병원가봐요,0,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
48,슛이 막히는순간 맘을 내려놓지않고 끝까지 집중해서 튀어나온볼까지 악착같이 밀어넣는장면이 참 인상깊네요대단하네요우리나라 축구 이제 진짜 볼만하네요~  즐거움을 주셔서고맙습니다  다시한번 빅수를~~~,37,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
49,[ 오빠들 대주고 가는 유부 많은곳 찾았어 ]=들려서 어딘지 보고 가거라==,0,1 day ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
50,와 ... 우리나라 선수들... 프랑스한테 전혀 주눅들지 않고 자기들이 준비한 플레이 이어 가는 거 정말 멋지네요 ~!! 내년 올림픽 개최팀을 상대로 대승 거두었다는 게 상당히 고무적으로 보입니다 ~!!  이대로 승승 장구 합시다 ~!!  금메달 가즈아 ~!!,555,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
51,냉정하게 한국이 잘한게 아니라 프랑스 자멸이네,8,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
52, @user-pm5fb1fy4w 원래 이변은 강팀의 실수로부터 나오는거임 그 실수를 안 놓치는것도 실력,35,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
53,전반은 완전 압도당함... 후반 프리킥으로 분위기 반전,2,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
54, @user-ht2kl7bm9g 그러게요 전반을.잘 버틴결과인데…프랑스를.이기면 안되는 나라도 아니고…틈새를 잘파고든 두골 넣은선수 그게 손흥민이나 이강인이 잘하는건데 그게 실력인거고,7,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
55, @user-pm5fb1fy4w 한국이 잘한게 맞고 프랑스가 못한거임둘다 못하면 어캐 3대0으로 이김,9,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
56," @hab_punch 전후반 모두 압도당했음. 골로 분위기를 가져왔을 쁀이지..여전히 패스미스, 턴오버 등. 공이 전혀 연결이 안되고 허둥대다가 상대 자멸로 어부지리로 이김",2,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
57,심지어 프랑스 홈이고 우리나라가 원정 간거임 ㅋㅋㅋ 이건 무조건 백퍼 실력으로 이긴거지,9,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
58,"오랜만에 피지컬을 팀워크로 이겨내는 경기를 봤네요,친선이지만 선수 및 관계자분들 고생하셨습니다.",37,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
59,우리나라 선수들 정말 멋있다 ,8,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
60,경기력은 아쉬웠지만 원정 경기에서 정말 잘 싸워줬고 경기에서 결정력이 중요하다는 것도 보여주는 경기였다.,5,2 days ago,[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
61,"대한민국 대표선수들 모두 수고많으셨습니다.그리고,브라질을 상대로 대승하여 대한민국을 빛내주셔서감사합니다.^^",12,2 days ago (edited),[올림픽대표팀 친선경기] 대한민국 vs 프랑스 풀 하이라이트
