,comment,like,time,title_list
23, @user-uk1dr2pm7x 지난 댓글들 보니 인생이 불쌍하네요.. 안타깝습니다.. 인생이 그리 불편하셔서,0,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
24,저게 웃겨? 저게 참신한 아이디어?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 졸라 댓글들 웃기네,2,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
25,와 그냥 신윤승 이분 아이디어나 감각이 살아있는게 맞네 좌우 어느쪽도 태클걸거 없이 요즘 감각 맞게 누구나 공감하게 웃기는거 이게 어려운건데 이분때문에 본다,119,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
26,아 그냥 틀어놓고 봐야지했는뎈ㅋㅋ 신윤승님 진짜 웃기넼ㅋㅋㅋㅋㅋ 노트20권만 산 사람 됐대 ㅋㅋㅋㅋㅋ 옛 개콘 느낌 나는데 더 산뜻하니 재밌넼ㅋㅋㅋ,60,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
27,데프콘 코너도 그렇고 신윤승만 거의 유일하게 진짜 웃긴거 같은데... 개콘 전성기에 했으면 엄청 떴을듯ㅋㅋ,286,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
28,,0,1 day ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
29,신윤승 개콘 꽤 했습니다.. 27기임,1,1 day ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
30,신윤승은 꽤 오래되긴했음완전 전성기라 할 순 없지만나는 킬러다 같은 코너할때도 있었고그때 신인이라는게 아쉽긴함...,2,1 day ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
31,신윤승 개콘 먹여살리는 폼 미쳤다,12,1 day ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
32,그래도 점점 개콘이 점점 살아나는거 같아 좋네요! ㅎㅎ 신윤승님 진짜 독보적으로 너무 재미있어요..! ,10,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
33,황이형 진짜 멋져..개콘 혼자 멱살잡고 끌고가는구나ㅠㅠ,16,1 day ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
34,와 상표이름 말하는타이밍에 마이크끄는 개그는 진짜 참신하다 ㄹㅇ 공영방송에서 못하는걸 역으로 이용하네 ㅋㅋㅋㅋㅋㅋㅋ,262,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
35,"평소에 진짜 공감하는 내용이었는데...  누구나 다 아는 걸 루이비땡 이 지랄을 하고 있으니.그럼 유명인 이름도 말하면 안되는 거 아닌가. 유명인도 상표와 같이 브랜드화 되었는데, 유재석 이름을 말하면 유재석 홍보하는 거지.",15,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
36,마이크 끄는게 아니라 묵음으로 연기하는거같은데요 ㅋㅋ 재밌었음,8,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
37,ㅋㅋㅋㅋ이건 재밌다,0,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
38,???: 나이키 나이키 나이키,0,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
39, @_uncondi4959 소리 작게 들림 끄는거같음,10,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
40, @_uncondi4959 5:46  육성으로 깡이 들림 ㅋㅋㅋ마이크 끄는듯,4,1 day ago (edited),"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
41,전에도 있던건데 뭔그냥 맛깔나게 살리는거지,0,1 day ago (edited),"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
42,신윤승이 진짜 희극인. 희극에는 풍자나 해학도.  유튜브 채널명도 희극인. 멋집니다.,137,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
43,ㅋㅋㅋㅋㅋㅋㅋㅋ신윤승 아리까리했는데 뇌절가니까 재밌고 송준근이 ㄹㅇ 걍 웃겼음,111,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
44,4:23 신윤승 대박이다ㄷㄷㄷ 전성기의 개콘 수준으로 참신+재미+연기+공감+유행어 다갖췄음 ㅋㅋㅋ 공책 20권이랑 우주 산다고 하는거 너무 이상해!ㅋㅋㅋㅋ,375,3 days ago (edited),"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
45,황이형이구나 ㅠㅠㅠㅠㅠㅠㅠㅠ05학번 보고싶다,15,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
46,재밌네요 ㅋㅋㅋ,0,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
47,희황 형님 ㅋㅋ,8,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
48,데프콘도 그렇고 윤승좌 폼 좋은데 ㅋㅋㅋㅋㅋㅋ,1,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
49,그것보다 개콘 최고의 재능 김원효를 봉숭아 학당 선생으로 썩히는게 어이없음 차라리 김기열을 배치해야지,12,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
50,황이형 ㅋㅋㅋㅋㅋㅋㅋ,0,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
51, @workinginhome ㄹㅇ..ㅇㅈㅇㅈ,0,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
52,재밌냐? 재밌어?,0,1 day ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
53,신승윤님 하드캐리하네 진짜 혼자서 무대 꽉 채우고 가네,20,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
54,"신윤승 개웃기네ㅋㅋㅋ 진짜 옛날 개콘 느낌나는데, 진짜 현대적이네ㅋㅋ",105,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
55,정말 어렵게 다시 시작한 만큼꼭 다시 대한민국 대표 코미디 프로그램의 자리를 다시 찾길 바랍니다 ㅎ,34,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
56,신윤승 진짜 ㅋㅋㅋㅋㅋㅋ 대박웃기넼ㅋㅋㅋㅋ 연예대상에서 올해 상 받자!,5,1 day ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
57,남동엽 님ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 관객 환호부터 스타성이 확실합니다 ㅋㅋㅋㅋㅋㅋ 너무 웃겨요,18,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
58,와...신윤승 개그맨님 너무 잘봤습니다. 다른 희극인분들도 노력많이 하셨으리라 생각됩니다. 배우로써 더 더욱 응원하고 싶네요. 이 영상에서는 신윤승님의 개그가 도드라졌네요. 다른 동료분들도 더 많은 스포트라이트를 받았으면 좋겠네요. 화이팅입니다!,57,3 days ago (edited),"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
59,신윤승님 캐릭터 보면 예전 장동민 경비 아저씨 캐릭터처럼 중간에 나와서 감초역할 하는게 곧 대박 날거 같음 ㅋㅋㅋ 개승자때도 잘하셨는데 계속 승승장구 하시길!!!,3,1 day ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
60,"이렇게 옛날감성 돌아오니까 너무좋다,,",0,12 hours ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
61,신윤승은 예전에 조별과제 할 때부터 재미있게 봤는데 이제는 정말 혼자 캐리하고 있군요...ㅋㅋㅋㅋ 데프콘 어때요도 신윤승이 되게 잘 살려서 재밌던데,3,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
62,와 신윤승 옛날개콘느낌 살리면서되게잘하네 ㄷㄷ,55,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
63,신동엽 정말 웃기당,18,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
64,남동엽 진짜 매력넘치네 ㅋㅋㅋㅋ,57,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
65,신윤승 진짜 개웃기닼ㅋㅋㅋㅋㅋㅋㅋ,75,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
66,남을 웃긴다는게 진짜 힘든일이죠 아이디어 짜고 연기하고 타이밍 맞아야 하고전 웃을려고 보는거 보다 연기에 집중해서 더 보죠.  그럼 더 디테일을 보면서 감탄하죠.화이팅 하시고요 진짜 팬입니다,69,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
67,개콘성공했네 남동엽이 나오고.. 진짜 개똑같다 ㅋㅋㅋㅋㅋㅋ,88,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
68,신윤승 혼자 캐리하느라 수고가 많아요 진정한 희극인 신윤승 응원합니다,328,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
69,사막에서 혼자 케리하는 진정한 희극인 신윤승!!,1,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
70,남현승 얼굴 빛나는데 혼자 반사판 쓴 줄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 스타성이 미쳤네 나중에 이번 기수 신인 개그맨 중에서 손가락안에 들듯 존잼,5,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
71,신윤승 유튭애서도 재밌더니 여기서도 캐리하네 ㅋㅋㅋㅋㅋㅋ개잘한다 ㅋㅋㅋㅋㅋㅋㅋ,3,2 days ago (edited),"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
72,신윤승이 이렇게 잘했나ㅋㅋㅋㅋㅋ 폼미쳐따 개콘 잘해보자!!!!!!,71,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
73,"코미디의 종류가 여러가지 있지만, 유용한 개그는 술자리나 업무중 분위기를 풀어줄때 써먹을 수 있는, 아이스브레이킹되는 개그라고 생각함. 많이 개발하고 연구해주세요.",5,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
74,신윤승은 진짜 잼있는 사람이군!,26,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
75,와 근데 신윤승은 진짜 재밌긴 하네 ㅋㅋㅋㅋㅋㅋ,5,1 day ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
76,개콘은 그냥 존재하는 자체가 좋다 ㅎ일요일밤은 개콘이지..두번다시는 폐지되지마ㅜㅜ,6,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
77,신윤승님 진짜 겁나 웃겼음 ㅋㅋㅋ,7,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
78,신윤승 하드캐리다 진짜 ㅋㅋㅋㅋㅋㅋ,15,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
79,신승윤님 잘 보고가요!유튜브때부터 정말 좋아하던 사람인데 개콘에서 보니까 너무 좋아요,3,2 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
80,진심  입꼬리도 안올라간다신윤승이 그래도 선전하네,55,3 days ago (edited),"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
81,와.. 신동엽 진짜 똑같닼ㅋㅋㅋㅋㅋㅋㅋ 표정 이랑 드립 찰지네 ㅋㅋㅋㅋㅋㅋ,64,3 days ago,"[풀버전✂] 신동엽의 발톱을 먹고 자란 남동엽, 싱크로율 미쳤다ㅋㅋㅋㅋ '봉숭아학당' [개그 콘서트/Gag Concert Ep.1052] | KBS 231119 방송"
